"","co_grupo","co_sub_grupo","co_forma_organizacao","co_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_servico_hospitalar","vl_servico_ambulatorial","vl_servico_profissional","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao"
"2272","04","04","02","0404020631","RETIRADA DE MEIOS DE FIXAÇÃO MAXILO-MANDIBULAR                                                                                                                                                                                                            ","2","I","9999","9999","0000","0000","1571","0000000000","0000002211","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2273","04","04","02","0404020640","TRATAMENTO CIRÚRGICO DE ANQUILOSE DA ARTICULAÇÃO TÊMPORO-MANDIBULAR                                                                                                                                                                                       ","3","I","0001","0002","0150","0000","1571","0000031706","0000000000","0000020527","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2274","04","04","02","0404020658","TRATAMENTO CIRÚRGICO DE OSTEOMA, ODONTOMA /OUTRAS LESÕES ESPECIFICADAS                                                                                                                                                                                    ","2","I","0001","0001","0250","0000","1571","0000020008","0000000000","0000014112","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2275","04","04","02","0404020666","TRATAMENTO CIRÚRGICO DE FRATURA DO OSSO ZIGOMATICO SEM OSTEOSSÍNTESE                                                                                                                                                                                      ","2","I","0001","0001","0150","0000","1571","0000032012","0000000000","0000017076","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2276","04","04","02","0404020674","RECONSTRUÇÃO PARCIAL DO LÁBIO TRAUMATIZADO                                                                                                                                                                                                                ","2","I","9999","9999","0000","0000","1571","0000001918","0000001918","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2277","04","04","02","0404020690","OSTEOTOMIA CRÂNIO-FACIAL                                                                                                                                                                                                                                  ","3","I","0001","0005","0150","0000","1571","0000171901","0000000000","0000062524","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2278","04","04","02","0404020704","OSTEOSSÍNTESE DA FRATURA DO OSSO ZIGOMÁTICO                                                                                                                                                                                                               ","2","I","0001","0003","0150","0000","1571","0000032012","0000000000","0000017076","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2279","04","04","02","0404020712","ELEVAÇÃO DO ASSOALHO DO SEIO MAXILAR                                                                                                                                                                                                                      ","3","I","0001","0002","0150","0000","1571","0000020080","0000000000","0000014112","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2280","04","04","02","0404020720","OSTEOSSÍNTESE DE FRATURA BILATERAL DO CÔNDILO MANDIBULAR                                                                                                                                                                                                  ","3","I","0001","0003","0250","0000","1571","0000031804","0000000000","0000018672","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2281","04","04","02","0404020739","RECONSTRUÇÃO PARCIAL DE MANDÍBULA / MAXILA                                                                                                                                                                                                                ","3","I","0001","0003","0150","0000","1571","0000019241","0000000000","0000017501","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2282","04","04","02","0404020771","RESSECÇÃO DE LESÃO DA BOCA                                                                                                                                                                                                                                ","2","I","0001","0002","0250","0000","1571","0000019969","0000000000","0000014161","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2283","04","04","02","0404020780","RECONSTRUÇÃO TOTAL DE MANDÍBULA/MAXILA                                                                                                                                                                                                                    ","3","I","0001","0003","0150","0000","1571","0000024052","0000000000","0000017501","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2284","04","04","02","0404020798","OSTEOTOMIA DA MANDÍBULA PARA DISTRAÇÃO OSTEOGÊNICA MANDIBULAR                                                                                                                                                                                             ","3","I","0001","0003","0150","0000","1571","0000039506","0000000000","0000026397","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Cirurgia da face e do sistema estomatognático                                                       "
"2285","04","04","03","0404030017","ALONGAMENTO DE COLUMELA EM PACIENTE COM ANOMALIAS CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                               ","3","I","0001","0001","0250","0036","1571","0000028698","0000000000","0000014526","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2286","04","04","03","0404030033","OSTEOTOMIA DE MAXILA EM PACIENTES COM ANOMALIA CRANIO E BUCOMAXILOFACIAL                                                                                                                                                                                  ","2","I","0001","0003","0550","0036","1571","0000137521","0000000000","0000050019","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2287","04","04","03","0404030041","MICROCIRURGIA OTOLÓGICA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                ","3","I","0001","0001","0250","0000","1571","0000022885","0000000000","0000025876","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2288","04","04","03","0404030050","OSTEOTOMIA DA MANDÍBULA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                ","3","I","0001","0002","0150","0120","1571","0000023114","0000000000","0000013999","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2289","04","04","03","0404030068","OSTEOPLASTIA DO MENTO COM OU SEM IMPLANTE ALOPLÁSTICO                                                                                                                                                                                                     ","2","I","0001","0001","0150","0144","1571","0000023114","0000000000","0000013999","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2290","04","04","03","0404030076","LABIOPLASTIA UNILATERAL EM DOIS TEMPOS                                                                                                                                                                                                                    ","2","I","0001","0002","0300","0000","1571","0000070352","0000000000","0000039017","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2291","04","04","03","0404030084","ALVEOLOPLASTIA COM ENXERTO ÓSSEO EM PACIENTE COM ANOMALIA CRÂNIOFACIAL                                                                                                                                                                                    ","2","I","0001","0002","0300","0060","1571","0000062667","0000000000","0000037643","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2292","04","04","03","0404030106","PALATOPLASTIA PRIMÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                 ","3","I","0001","0002","0450","0000","1571","0000094936","0000000000","0000047648","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2293","04","04","03","0404030122","LABIOPLASTIA SECUNDÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                ","3","I","0001","0001","0250","0000","1571","0000070352","0000000000","0000039017","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2294","04","04","03","0404030130","RINOSEPTOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                       ","3","I","0001","0002","0250","0000","1571","0000035900","0000000000","0000019500","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2295","04","04","03","0404030157","RECONSTRUÇÃO TOTAL DE LÁBIO EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                            ","3","I","0001","0002","0300","0000","1571","0000036868","0000000000","0000049457","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2296","04","04","03","0404030165","RINOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                            ","2","I","0001","0002","0250","0000","1571","0000028272","0000000000","0000016148","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2297","04","04","03","0404030173","SEPTOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                                           ","2","I","0001","0002","0250","0000","1571","0000024574","0000000000","0000012893","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2298","04","04","03","0404030190","TIMPANOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL (UNI / BILATERAL)                                                                                                                                                                       ","2","I","0001","0002","0550","0000","1571","0000028272","0000000000","0000016148","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2299","04","04","03","0404030220","IMPLANTE OSTEOINTEGRADO EXTRA-ORAL BUCO-MAXILO-FACIAL                                                                                                                                                                                                     ","3","I","0001","0001","0450","0072","1571","0000056934","0000000000","0000023066","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2300","04","04","03","0404030246","TRATAMENTO CIRÚRGICO DE FÍSTULA ORO-SINUSAL EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                            ","3","I","0001","0001","0250","0000","1571","0000021764","0000000000","0000032710","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2301","04","04","03","0404030254","TRATAMENTO CIRÚRGICO DE FÍSTULAS ORONASAIS EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                             ","3","I","0001","0002","0250","0000","1571","0000021774","0000000000","0000032710","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2302","04","04","03","0404030262","PALATOPLASTIA SECUNDÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                               ","3","I","0001","0002","0450","0000","1571","0000094936","0000000000","0000047648","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2303","04","04","03","0404030270","TRATAMENTO CIRÚRGICO DA INSUFICIÊNCIA VELOFARÍNGEA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                     ","3","I","0001","0002","0300","0000","1571","0000094936","0000000000","0000047648","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2304","04","04","03","0404030289","TRATAMENTO CIRÚRGICO REPARADOR DA FISSURA FACIAL RARA EM PACIENTES COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                 ","3","I","0001","0004","0450","0000","1571","0000133419","0000000000","0000059851","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2305","04","04","03","0404030297","OSTEOTOMIA CRANIOFACIAL COMPLEXA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                       ","3","I","0001","0005","0550","0000","1571","0000206281","0000000000","0000075029","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2306","04","04","03","0404030300","REMODELAÇÃO CRANIOFACIAL EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                                                                                                               ","3","I","0001","0005","0550","0000","1571","0000171901","0000000000","0000062524","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2307","04","04","03","0404030319","TRATAMENTO CIRÚRGICO DE MACROSTOMIA /MICROSTOMIA POR ANOMALIA CRANIOFACIAL                                                                                                                                                                                ","2","I","0001","0002","0250","0000","1571","0000021936","0000000000","0000030484","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2308","04","04","03","0404030327","OSTEOPLASTIA FRONTO - ORBITAL                                                                                                                                                                                                                             ","3","I","0001","0004","0150","0000","1571","0000040035","0000000000","0000022406","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço                                ","Anomalia Crânio e bucomaxilo facial                                                                 "
"2309","04","05","01","0405010010","CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO                                                                                                                                                                                                                 ","2","I","0002","0001","0180","0000","1571","0000011746","0000020374","0000008628","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2310","04","05","01","0405010028","CORREÇÃO CIRÚRGICA DE EPICANTO E TELECANTO                                                                                                                                                                                                                ","2","I","0002","0001","0180","0000","1571","0000016221","0000027890","0000011669","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2311","04","05","01","0405010036","DACRIOCISTORRINOSTOMIA                                                                                                                                                                                                                                    ","2","I","0002","0001","0300","0000","1571","0000044259","0000068187","0000023928","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2312","04","05","01","0405010044","DRENAGEM DE ABSCESSO DE PALPEBRA                                                                                                                                                                                                                          ","2","I","0001","9999","0000","0000","1571","0000000000","0000002293","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2313","04","05","01","0405010052","EPILACAO A LASER                                                                                                                                                                                                                                          ","2","I","0002","9999","0000","0000","1571","0000000000","0000004500","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2314","04","05","01","0405010060","EPILACAO DE CILIOS                                                                                                                                                                                                                                        ","2","I","0002","9999","0000","0000","1571","0000000000","0000002293","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2315","04","05","01","0405010079","EXÉRESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS                                                                                                                                                                                     ","2","I","0001","0001","0035","0000","1571","0000005530","0000007875","0000002345","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2316","04","05","01","0405010087","EXTIRPAÇÃO DE GLANDULA LACRIMAL                                                                                                                                                                                                                           ","2","I","0001","0002","0200","0000","1571","0000040544","0000000000","0000017200","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2317","04","05","01","0405010109","OCLUSAO DE PONTO LACRIMAL                                                                                                                                                                                                                                 ","2","I","0002","9999","0000","0000","1571","0000000000","0000001914","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2318","04","05","01","0405010117","RECONSTITUICAO DE CANAL LACRIMAL                                                                                                                                                                                                                          ","2","I","0002","0001","0300","0000","1571","0000044765","0000068966","0000024201","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2319","04","05","01","0405010125","RECONSTITUIÇÃO PARCIAL DE PALPEBRA COM TARSORRAFIA                                                                                                                                                                                                        ","2","I","0001","0001","0200","0000","1571","0000019992","0000031104","0000011112","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2320","04","05","01","0405010133","RECONSTITUIÇÃO TOTAL DE PALPEBRA                                                                                                                                                                                                                          ","3","I","0001","0002","0450","0000","1571","0000073031","0000000000","0000040835","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2321","04","05","01","0405010141","SIMBLEFAROPLASTIA                                                                                                                                                                                                                                         ","2","I","0001","9999","0000","0000","1571","0000000000","0000020374","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2322","04","05","01","0405010150","SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL                                                                                                                                                                                                            ","2","I","0001","0001","0035","0000","1571","0000013228","0000000000","0000007145","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2323","04","05","01","0405010168","SONDAGEM DE VIAS LACRIMAIS                                                                                                                                                                                                                                ","2","I","0002","9999","0000","0000","1571","0000000000","0000002293","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2324","04","05","01","0405010176","SUTURA DE PALPEBRAS                                                                                                                                                                                                                                       ","2","I","0002","0001","0180","0000","1571","0000010078","0000014399","0000004321","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2325","04","05","01","0405010184","TRATAMENTO CIRURGICO DE BLEFAROCALASE                                                                                                                                                                                                                     ","2","I","0002","9999","0000","0000","1571","0000000000","0000009542","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2326","04","05","01","0405010192","TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO                                                                                                                                                                                                        ","2","I","0001","9999","0000","0000","1571","0000000000","0000027890","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2327","04","05","01","0405010206","PUNCTOPLASTIA                                                                                                                                                                                                                                             ","2","I","0002","9999","0000","0000","1571","0000000000","0000001914","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Palpebras e vias lacrimais                                                                          "
"2328","04","05","02","0405020015","CORREÇÃO CIRÚRGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)                                                                                                                                                                                                    ","2","I","0002","0001","0450","0000","1571","0000119237","0000166176","0000046939","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Músculos oculomotores                                                                               "
"2329","04","05","02","0405020023","CORREÇÃO CIRÚRGICA DO ESTRABISMO (ATE 2 MUSCULOS)                                                                                                                                                                                                         ","2","I","0002","0001","0200","0000","1571","0000084007","0000116782","0000032775","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Músculos oculomotores                                                                               "
"2330","04","05","03","0405030010","APLICAÇÃO DE PLACA RADIOATIVA EPISCLERAL                                                                                                                                                                                                                  ","2","I","0001","0002","0450","0000","1571","0000073448","0000000000","0000041068","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2331","04","05","03","0405030029","BIOPSIA DE TUMOR INTRA OCULAR                                                                                                                                                                                                                             ","2","I","0001","0001","0120","0000","1571","0000006822","0000007560","0000002789","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2332","04","05","03","0405030037","CRIOTERAPIA OCULAR                                                                                                                                                                                                                                        ","2","I","0002","9999","0000","0000","1571","0000000000","0000011600","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2333","04","05","03","0405030045","FOTOCOAGULAÇÃO A LASER                                                                                                                                                                                                                                    ","2","I","0006","9999","0000","0000","1571","0000000000","0000010761","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2334","04","05","03","0405030053","INJECAO INTRA-VITREO                                                                                                                                                                                                                                      ","2","I","0002","9999","0000","0000","1571","0000000000","0000008228","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2335","04","05","03","0405030070","RETINOPEXIA COM INTROFLEXÃO ESCLERAL                                                                                                                                                                                                                      ","2","I","0001","0001","0300","0000","1571","0000076695","0000107486","0000030791","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2336","04","05","03","0405030096","SUTURA DE ESCLERA                                                                                                                                                                                                                                         ","2","I","0001","0001","0180","0000","1571","0000011277","0000016119","0000004842","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
"2337","04","05","03","0405030100","TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA                                                                                                                                                                                                   ","2","I","0001","9999","0000","0000","1571","0000000000","0000015937","0000000000","9999","Procedimentos cirúrgicos                                                                            ","Cirurgia do aparelho da visão                                                                       ","Corpo vítreo, retina, coróide e esclera                                                             "
